MovieId,ImdbId,Director,Cast
1,114709,John Lasseter,Tom Hanks|Tim Allen|Don Rickles|See full cast &amp; crew|
32914,319970,Vittorio De Sica,Anita Ekberg|Sophia Loren|Romy Schneider|See full cast &amp; crew|
32917,55805,Garth Jennings,Martin Freeman|Yasiin Bey|Sam Rockwell|See full cast &amp; crew|
33004,371724,Andrew Douglas,Ryan Reynolds|Melissa George|Jimmy Bennett|See full cast &amp; crew|
33085,384806,Bill Plympton,Dan McComas|Francine Lobis|George Casden|See full cast &amp; crew|
33090,277909,Dennis Gansel,Max Riemelt|Tom Schilling|Devid Striesow|See full cast &amp; crew|
33124,384369,Robert Aldrich,Gene Wilder|Harrison Ford|Ramon Bieri|See full cast &amp; crew|
33126,79180,Damon Dash,Beanie Sigel|N.O.R.E.|Damon Dash|See full cast &amp; crew|
33132,403537,Todd Solondz,Jennifer Jason Leigh|Ellen Barkin|Stephen Adly Guirgis|See full cast &amp; crew|
33138,362004,Nigel Cole,Ashton Kutcher|Amanda Peet|Taryn Manning|See full cast &amp; crew|
33145,391304,Jeffrey W. Byrd,Anthony Anderson|Kellita Smith|Jay Mohr|See full cast &amp; crew|
33148,388183,Alex Gibney,Kenneth Lay|Peter Coyote|John Beard|See full cast &amp; crew|
33154,413845,Lee Tamahori,Ice Cube|Samuel L. Jackson|Willem Dafoe|See full cast &amp; crew|
33158,329774,Ridley Scott,Orlando Bloom|Eva Green|Liam Neeson|See full cast &amp; crew|
33162,320661,Jaume Collet-Serra,Chad Michael Murray|Paris Hilton|Elisha Cuthbert|See full cast &amp; crew|
33164,397065,Paul Haggis,Don Cheadle|Sandra Bullock|Thandie Newton|See full cast &amp; crew|
33166,375679,Gregg Araki,Brady Corbet|Joseph Gordon-Levitt|Elisabeth Shue|See full cast &amp; crew|
33171,370986,Mel Damski,Doug McKeon|Catherine Mary Stewart|Kelly Preston|See full cast &amp; crew|
33188,89601,Manuel Gómez Pereira,Victoria Abril|Javier Bardem|Carmelo Gómez|See full cast &amp; crew|
33201,177747,W.S. Van Dyke,Clark Gable|Jeanette MacDonald|Spencer Tracy|See full cast &amp; crew|
33237,28216,Toyoo Ashida,Kaneto Shiozawa|Michie Tomizawa|Seizô Katô|See full cast &amp; crew|
33294,90248,Éléonore Faucher,Ariane Ascaride|Lola Naymark|Jackie Berroyer|See full cast &amp; crew|
33310,387892,Robert Florey,Groucho Marx|Harpo Marx|Chico Marx|See full cast &amp; crew|
33312,19777,Thomas Vinterberg,Jamie Bell|Alison Pill|Chris Owen|See full cast &amp; crew|
33421,342272,Thom Andersen,Encke King|Ben Alexander|Jim Backus|See full cast &amp; crew|
33435,379357,Louis Leterrier,Jet Li|Bob Hoskins|Morgan Freeman|See full cast &amp; crew|
33437,342258,George Lucas,Hayden Christensen|Natalie Portman|Ewan McGregor|See full cast &amp; crew|
33493,121766,Jesse Dylan,Will Ferrell|Robert Duvall|Josh Hutcherson|See full cast &amp; crew|
33495,384642,Robert Luketic,Jennifer Lopez|Michael Vartan|Jane Fonda|See full cast &amp; crew|
33499,369735,Charles Martin Smith,Barry Pepper|Annabella Piugattuk|James Cromwell|See full cast &amp; crew|
33558,337721,Pietro Germi,Marcello Mastroianni|Daniela Rocca|Stefania Sandrelli|See full cast &amp; crew|
33564,55913,Eric Darnell,Chris Rock|Ben Stiller|David Schwimmer|See full cast &amp; crew|
33615,351283,Rob Bowman,Shane McDermott|Seth Green|Brittney Powell|See full cast &amp; crew|
33629,106233,Marilyn Agrelo,Heather Berman|Emma Therese Biegacki|Eva Carrozza|See full cast &amp; crew|
33639,438205,Paul Schrader,Stellan Skarsgård|Gabriel Mann|Clara Bellar|See full cast &amp; crew|
33644,449086,Peter Segal,Adam Sandler|Burt Reynolds|Chris Rock|See full cast &amp; crew|
33646,398165,Alice Wu,Joan Chen|Michelle Krusiec|Lynn Chen|See full cast &amp; crew|
33649,384504,Ron Howard,Russell Crowe|Renée Zellweger|Craig Bierko|See full cast &amp; crew|
33660,352248,Ken Kwapis,Amber Tamblyn|Alexis Bledel|America Ferrera|See full cast &amp; crew|
33669,403508,Catherine Hardwicke,Heath Ledger|Emile Hirsch|Victor Rasuk|See full cast &amp; crew|
33672,355702,Don Argott,Tucker Collins|Will O'Connor|C.J. Tywoniak|See full cast &amp; crew|
33677,436727,Doug Liman,Brad Pitt|Angelina Jolie|Adam Brody|See full cast &amp; crew|
33679,356910,Robert Rodriguez,Cayden Boyd|George Lopez|Kristin Davis|See full cast &amp; crew|
33681,424774,Alexandre Aja,Cécile de France|Maïwenn|Philippe Nahon|See full cast &amp; crew|
33683,338095,Michael Dowse,Paul Kaye|Beatriz Batarda|Kate Magowan|See full cast &amp; crew|
33725,388139,Lawrence Jordan,Eddie Izzard|
33779,184424,Mervyn LeRoy,Robert Taylor|Deborah Kerr|Leo Genn|See full cast &amp; crew|
33781,43949,Christopher Nolan,Christian Bale|Michael Caine|Ken Watanabe|See full cast &amp; crew|
33794,372784,Ryûhei Kitamura,Masahiro Matsuoka|Rei Kikukawa|Don Frye|See full cast &amp; crew|
33801,399102,Mark Rosman,Hilary Duff|Heather Locklear|Aria Wallace|See full cast &amp; crew|
33815,380623,Michael McGowan,Adam Butcher|Campbell Scott|Jennifer Tilly|See full cast &amp; crew|
33826,384488,Angela Robinson,Lindsay Lohan|Michael Keaton|Cheryl Hines|See full cast &amp; crew|
33830,400497,George A. Romero,John Leguizamo|Asia Argento|Simon Baker|See full cast &amp; crew|
33834,418819,Nora Ephron,Nicole Kidman|Will Ferrell|Shirley MacLaine|See full cast &amp; crew|
33836,374536,David LaChapelle,Tommy the Clown|Larry Berry|Dragon|See full cast &amp; crew|
33838,436724,Miranda July,John Hawkes|Miranda July|Miles Thompson|See full cast &amp; crew|
33880,415978,Álex de la Iglesia,Guillermo Toledo|Mónica Cervera|Enrique Villén|See full cast &amp; crew|
33893,395125,Fruit Chan,Bai Ling|Byung-hun Lee|Kyoko Hasegawa|See full cast &amp; crew|
33896,420251,Hans Weingartner,Daniel Brühl|Julia Jentsch|Stipe Erceg|See full cast &amp; crew|
33903,408777,Henry Winkler,Burt Reynolds|Norman D. Golden II|Ruby Dee|See full cast &amp; crew|
33966,106613,Edward Buzzell,Groucho Marx|Chico Marx|Harpo Marx|See full cast &amp; crew|
34018,31060,Steven Spielberg,Tom Cruise|Dakota Fanning|Tim Robbins|See full cast &amp; crew|
34048,407304,Luc Jacquet,Morgan Freeman|Charles Berling|Romane Bohringer|See full cast &amp; crew|
34072,428803,Steve Carr,Martin Lawrence|Megan Mullally|Breckin Meyer|See full cast &amp; crew|
34129,376108,Walter Salles,Jennifer Connelly|Ariel Gade|John C. Reilly|See full cast &amp; crew|
34143,382628,Jacques Audiard,Romain Duris|Aure Atika|Emmanuelle Devos|See full cast &amp; crew|
34148,411270,Tim Story,Ioan Gruffudd|Michael Chiklis|Chris Evans|See full cast &amp; crew|
34150,120667,Henry Alex Rubin,Joe Soares|Keith Cavill|Mark Zupan|See full cast &amp; crew|
34153,436613,David Dobkin,Owen Wilson|Vince Vaughn|Rachel McAdams|See full cast &amp; crew|
34162,396269,Don Roos,Lisa Kudrow|Steve Coogan|Maggie Gyllenhaal|See full cast &amp; crew|
34164,361693,Craig Brewer,Terrence Howard|Ludacris|Anthony Anderson|See full cast &amp; crew|
34271,410097,Richard Stanley,Dylan McDermott|Stacey Travis|John Lynch|See full cast &amp; crew|
34292,99740,Alex De Rakoff,Mark Heap|Michael Lerner|Michael Peña|See full cast &amp; crew|
34312,330111,Michael Bay,Scarlett Johansson|Ewan McGregor|Djimon Hounsou|See full cast &amp; crew|
34319,399201,Richard Linklater,Billy Bob Thornton|Greg Kinnear|Marcia Gay Harden|See full cast &amp; crew|
34321,408524,Rob Zombie,Sid Haig|Sheri Moon Zombie|Bill Moseley|See full cast &amp; crew|
34323,395584,Gus Van Sant,Michael Pitt|Lukas Haas|Asia Argento|See full cast &amp; crew|
34326,403217,Greg Harrison,Courteney Cox|James Le Gros|Michael Ealy|See full cast &amp; crew|
34330,368089,Mike Mitchell,Kurt Russell|Kelly Preston|Michael Angarano|See full cast &amp; crew|
34332,405325,Rob Cohen,Josh Lucas|Jessica Biel|Jamie Foxx|See full cast &amp; crew|
34334,382992,Gary David Goldberg,Diane Lane|John Cusack|Elizabeth Perkins|See full cast &amp; crew|
34336,417001,Penn Jillette,George Carlin|Don Rickles|Chris Rock|See full cast &amp; crew|
34338,436078,Silvio Narizzano,James Mason|Alan Bates|Lynn Redgrave|See full cast &amp; crew|
34359,60453,Sheldon Lettich,Jean-Claude Van Damme|Sofia Milos|Charlton Heston|See full cast &amp; crew|
34397,193364,Joss Whedon,Nathan Fillion|Gina Torres|Chiwetel Ejiofor|See full cast &amp; crew|
34405,379786,Jim Jarmusch,Bill Murray|Jessica Lange|Sharon Stone|See full cast &amp; crew|
34437,412019,Jackie Chan,Jackie Chan|Anita Mui|Ah-Lei Gua|See full cast &amp; crew|
34450,98019,Anthony Asquith,Michael Redgrave|Jean Kent|Nigel Patrick|See full cast &amp; crew|
34482,43362,Jay Chandrasekhar,Seann William Scott|Johnny Knoxville|Jessica Simpson|See full cast &amp; crew|
34520,377818,Arie Posin,Jamie Bell|Allison Janney|Rory Culkin|See full cast &amp; crew|
34523,406650,Phil Morrison,Embeth Davidtz|Alessandro Nivola|David Kuhn|See full cast &amp; crew|
34528,418773,Mike Bigelow,Rob Schneider|Eddie Griffin|Jeroen Krabbé|See full cast &amp; crew|
34530,367652,Iain Softley,Kate Hudson|Peter Sarsgaard|Joy Bryant|See full cast &amp; crew|
34532,397101,John Singleton,Mark Wahlberg|Tyrese Gibson|André Benjamin|See full cast &amp; crew|
34534,430105,John Dahl,Benjamin Bratt|Joseph Fiennes|James Franco|See full cast &amp; crew|
34536,326905,Marcos Siega,Evan Rachel Wood|Ron Livingston|James Woods|See full cast &amp; crew|
34540,381505,Werner Herzog,Timothy Treadwell|Amie Huguenard|Werner Herzog|See full cast &amp; crew|
34542,427312,George Bowers,Rob Morrow|Johnny Depp|Emily Longstreth|See full cast &amp; crew|
34800,89839,Nicolas Winding Refn,Mads Mikkelsen|Leif Sylvester|Anne Sørensen|See full cast &amp; crew|
34811,396184,Carroll Ballard,Alex Michaeletos|Campbell Scott|Hope Davis|See full cast &amp; crew|
35015,361715,Joy Batchelor,Gordon Heath|Maurice Denham|
35347,47834,Daniel Mann,Marlon Brando|Glenn Ford|Machiko Kyô|See full cast &amp; crew|
35807,49830,Judd Apatow,Steve Carell|Catherine Keener|Paul Rudd|See full cast &amp; crew|
35836,405422,Wes Craven,Rachel McAdams|Cillian Murphy|Brian Cox|See full cast &amp; crew|
35957,421239,Michael Haneke,Daniel Auteuil|Juliette Binoche|Maurice Bénichou|See full cast &amp; crew|
36276,387898,Claude Zidi,Christian Clavier|Gérard Depardieu|Roberto Benigni|See full cast &amp; crew|
36289,133385,Georgiy Daneliya,Stanislav Lyubshin|Evgeniy Leonov|Yuriy Yakovlev|See full cast &amp; crew|
36363,91341,Gary Chapman,Ewan McGregor|Ricky Gervais|Tim Curry|See full cast &amp; crew|
36397,361089,Terry Gilliam,Matt Damon|Heath Ledger|Monica Bellucci|See full cast &amp; crew|
36401,355295,Michael Showalter,Michael Showalter|Elizabeth Banks|Peter Dinklage|See full cast &amp; crew|
36477,401244,Bruce Hunt,Piper Perabo|Morris Chestnut|Cole Hauser|See full cast &amp; crew|
36509,402901,Fernando Meirelles,Ralph Fiennes|Rachel Weisz|Danny Huston|See full cast &amp; crew|
36517,387131,Louis Leterrier,Jason Statham|Amber Valletta|Kate Nauta|See full cast &amp; crew|
36519,388482,Mark Waters,Reese Witherspoon|Mark Ruffalo|Donal Logue|See full cast &amp; crew|
36525,425123,John Madden,Gwyneth Paltrow|Anthony Hopkins|Hope Davis|See full cast &amp; crew|
36527,377107,Andrew Niccol,Nicolas Cage|Ethan Hawke|Jared Leto|See full cast &amp; crew|
36529,399295,Jeff Wadlow,Julian Morris|Lindy Booth|Jared Padalecki|See full cast &amp; crew|
36533,384286,Liev Schreiber,Elijah Wood|Eugene Hutz|Boris Lyoskin|See full cast &amp; crew|
36535,404030,Mike Mills,Lou Taylor Pucci|Tilda Swinton|Vincent D'Onofrio|See full cast &amp; crew|
36537,318761,Pete Michels,Seth MacFarlane|Alex Borstein|Seth Green|See full cast &amp; crew|
36708,385690,Jackie Chan,Jackie Chan|Maggie Cheung|Kwok-Hung Lam|See full cast &amp; crew|
36850,95403,Benny Chan,Jackie Chan|Nicholas Tse|Mak Bau|See full cast &amp; crew|
36931,386005,Edward Buzzell,Groucho Marx|Chico Marx|Harpo Marx|See full cast &amp; crew|
37211,32536,Eugene Jarecki,Gore Vidal|John McCain|Ken Adelman|See full cast &amp; crew|
37240,436971,Andrzej Bartkowiak,Karl Urban|Rosamund Pike|Dwayne Johnson|See full cast &amp; crew|
37380,419706,Tony Scott,Keira Knightley|Mickey Rourke|Edgar Ramírez|See full cast &amp; crew|
37382,421054,Rob McKittrick,Ryan Reynolds|Anna Faris|John Francis Daley|See full cast &amp; crew|
37384,348333,Karyn Kusama,Charlize Theron|Frances McDormand|Sophie Okonedo|See full cast &amp; crew|
37386,402022,Alain Jessua,Jean Rochefort|Eddy Mitchell|Fiona Gélin|See full cast &amp; crew|
37444,87289,Lasse Hallström,Jennifer Lopez|Robert Redford|Morgan Freeman|See full cast &amp; crew|
37475,350261,Les Mayfield,Samuel L. Jackson|Eugene Levy|Miguel Ferrer|See full cast &amp; crew|
37477,399327,Gen Sekiguchi,Tadanobu Asano|Reika Hashimoto|Kyôko Koizumi|See full cast &amp; crew|
37495,430651,Werner Herzog,Klaus Kinski|Eva Mattes|Wolfgang Reichmann|See full cast &amp; crew|
37545,80149,Scott Derrickson,Laura Linney|Tom Wilkinson|Shohreh Aghdashloo|See full cast &amp; crew|
37720,404032,Robert Schwentke,Jodie Foster|Peter Sarsgaard|Sean Bean|See full cast &amp; crew|
37727,408790,Tim Burton,Johnny Depp|Helena Bonham Carter|Emily Watson|See full cast &amp; crew|
37729,121164,Lexi Alexander,Elijah Wood|Charlie Hunnam|Claire Forlani|See full cast &amp; crew|
37731,385002,David Cronenberg,Viggo Mortensen|Maria Bello|Ed Harris|See full cast &amp; crew|
37733,399146,Roman Polanski,Barney Clark|Ben Kingsley|Jeremy Swift|See full cast &amp; crew|
37736,380599,Bill Paxton,Shia LaBeouf|Stephen Dillane|Elias Koteas|See full cast &amp; crew|
37739,388980,Bennett Miller,Philip Seymour Hoffman|Clifton Collins Jr.|Catherine Keener|See full cast &amp; crew|
37741,379725,Tetsuya Nomura,Takahiro Sakurai|Ayumi Itô|Shôtarô Morikubo|See full cast &amp; crew|
37830,385700,Malcolm D. Lee,Shad Moss|Nick Cannon|Meagan Good|See full cast &amp; crew|
37844,403455,John Stockwell,Paul Walker|Jessica Alba|Scott Caan|See full cast &amp; crew|
37853,378109,Dave McKean,Stephanie Leonidas|Jason Barry|Rob Brydon|See full cast &amp; crew|
37857,366780,Steve Box,Peter Sallis|Helena Bonham Carter|Ralph Fiennes|See full cast &amp; crew|
38038,312004,Shane Black,Robert Downey Jr.|Val Kilmer|Michelle Monaghan|See full cast &amp; crew|
38061,373469,Jee-woon Kim,Byung-hun Lee|Min-a Shin|Yeong-cheol Kim|See full cast &amp; crew|
38095,456912,Krzysztof Kieslowski,Grazyna Szapolowska|Olaf Lubaszenko|Stefania Iwinska|See full cast &amp; crew|
38159,95467,Anatole Litvak,Bette Davis|Charles Boyer|Jeffrey Lynn|See full cast &amp; crew|
38164,32194,Hubert Sauper,Elizabeth 'Eliza' Maganga Nsese|Raphael Tukiko Wagara|Dimond Remtulia|See full cast &amp; crew|
38198,424024,Sturla Gunnarsson,Hringur Ingvarsson|Spencer Wilding|Stellan Skarsgård|See full cast &amp; crew|
38294,402057,Martin Scorsese,Bob Dylan|B.J. Rolfzen|Dick Kangas|See full cast &amp; crew|
38304,367555,Danny Cannon,Kuno Becker|Alessandro Nivola|Anna Friel|See full cast &amp; crew|
38388,380389,Mike Marvin,Charlie Sheen|Nick Cassavetes|Sherilyn Fenn|See full cast &amp; crew|
38583,92240,Curtis Hanson,Toni Collette|Cameron Diaz|Shirley MacLaine|See full cast &amp; crew|
38798,388125,Noah Baumbach,Owen Kline|Jeff Daniels|Laura Linney|See full cast &amp; crew|
38886,367089,D.J. Caruso,Matthew McConaughey|Al Pacino|Rene Russo|See full cast &amp; crew|
38992,417217,Ang Lee,Jake Gyllenhaal|Heath Ledger|Michelle Williams|See full cast &amp; crew|
39183,388795,Cameron Crowe,Orlando Bloom|Kirsten Dunst|Susan Sarandon|See full cast &amp; crew|
39231,368709,Niki Caro,Charlize Theron|Jeremy Renner|Frances McDormand|See full cast &amp; crew|
39234,395972,George Clooney,David Strathairn|George Clooney|Patricia Clarkson|See full cast &amp; crew|
39292,433383,John Gatins,Kurt Russell|Dakota Fanning|Oded Fehr|See full cast &amp; crew|
39307,418647,John Hillcoat,Ray Winstone|Guy Pearce|Emily Watson|See full cast &amp; crew|
39381,421238,Rupert Wainwright,Tom Welling|Maggie Grace|Selma Blair|See full cast &amp; crew|
39400,432291,Anand Tucker,Steve Martin|Claire Danes|Jason Schwartzman|See full cast &amp; crew|
39414,338427,Marc Forster,Ewan McGregor|Naomi Watts|Ryan Gosling|See full cast &amp; crew|
39427,371257,Martin Campbell,Antonio Banderas|Catherine Zeta-Jones|Rufus Sewell|See full cast &amp; crew|
39435,386140,Gore Verbinski,Nicolas Cage|Hope Davis|Nicholas Hoult|See full cast &amp; crew|
39444,384680,Darren Lynn Bousman,Donnie Wahlberg|Beverley Mitchell|Franky G|See full cast &amp; crew|
39446,432348,Ben Younger,Uma Thurman|Meryl Streep|Bryan Greenberg|See full cast &amp; crew|
39449,387514,Sergio Castellitto,Penélope Cruz|Sergio Castellitto|Claudia Gerini|See full cast &amp; crew|
39516,330702,Steve Rash,Eugene Levy|Tad Hilgenbrink|Arielle Kebbel|See full cast &amp; crew|
39715,436058,Takashi Miike,Ryûnosuke Kamiki|Hiroyuki Miyasako|Chiaki Kuriyama|See full cast &amp; crew|
39801,425661,Lars von Trier,Bryce Dallas Howard|Isaach De Bankolé|Danny Glover|See full cast &amp; crew|
39869,342735,Guy Ritchie,Jason Statham|Ray Liotta|André Benjamin|See full cast &amp; crew|
40148,365686,Sam Mendes,Jake Gyllenhaal|Jamie Foxx|Lucas Black|See full cast &amp; crew|
40278,418763,Mark Dindal,Zach Braff|Joan Cusack|Garry Marshall|See full cast &amp; crew|
40339,371606,Shane Meadows,Paddy Considine|Gary Stretch|Toby Kebbell|See full cast &amp; crew|
40412,419677,Christian Carion,Diane Kruger|Benno Fürmann|Guillaume Canet|See full cast &amp; crew|
40414,424205,William F. Claxton,Stuart Whitman|Janet Leigh|Rory Calhoun|See full cast &amp; crew|
40478,69005,Aki Kaurismäki,Kati Outinen|Elina Salo|Esko Nikkari|See full cast &amp; crew|
40491,98532,Hideo Gosha,Mikijirô Hira|Gô Katô|Shima Iwashita|See full cast &amp; crew|
40578,200768,Roger Kumble,Ryan Reynolds|Amy Smart|Anna Faris|See full cast &amp; crew|
40581,433400,Stephen Gaghan,George Clooney|Matt Damon|Amanda Peet|See full cast &amp; crew|
40583,365737,Hannu Tuomainen,Antti Tarvainen|Joonas Saartamo|Johanna Rönnlöf|See full cast &amp; crew|
40597,328132,Mikael Håfström,Clive Owen|Jennifer Aniston|Vincent Cassel|See full cast &amp; crew|
40614,398017,Christopher Smith,Franka Potente|Sean Harris|Vas Blackwood|See full cast &amp; crew|
40617,381966,Joe Wright,Keira Knightley|Matthew Macfadyen|Brenda Blethyn|See full cast &amp; crew|
40629,414387,J. Michael Straczynski,Mira Furlan|Richard Biggs|Stephen Furst|See full cast &amp; crew|
40697,105946,Greg McLean,Nathan Phillips|Cassandra Magrath|Kestie Morassi|See full cast &amp; crew|
40723,416315,Neil Marshall,Shauna Macdonald|Natalie Mendoza|Alex Reid|See full cast &amp; crew|
40732,435625,Mike Newell,Daniel Radcliffe|Emma Watson|Rupert Grint|See full cast &amp; crew|
40815,330373,James Mangold,Joaquin Phoenix|Reese Witherspoon|Ginnifer Goodwin|See full cast &amp; crew|
40819,358273,Chris Columbus,Taye Diggs|Wilson Jermaine Heredia|Rosario Dawson|See full cast &amp; crew|
40826,294870,Jon Favreau,Josh Hutcherson|Jonah Bobo|Dax Shepard|See full cast &amp; crew|
40851,406375,Jean-Marc Vallée,Michel Côté|Marc-André Grondin|Danielle Proulx|See full cast &amp; crew|
40870,401085,Liam Lynch,Sarah Silverman|Brian Posehn|Laura Silverman|See full cast &amp; crew|
40946,422528,Neil Jordan,Cillian Murphy|Morgan Jones|Eva Birthistle|See full cast &amp; crew|
40955,411195,Harold Ramis,John Cusack|Billy Bob Thornton|Connie Nielsen|See full cast &amp; crew|
40959,400525,Raja Gosnell,Dennis Quaid|Rene Russo|Jerry O'Connell|See full cast &amp; crew|
40962,443295,Laurence Dunmore,Johnny Depp|Samantha Morton|John Malkovich|See full cast &amp; crew|
40966,375920,Dario Argento,Tony Musante|Suzy Kendall|Enrico Maria Salerno|See full cast &amp; crew|
41014,65143,Woody Allen,Scarlett Johansson|Jonathan Rhys Meyers|Emily Mortimer|See full cast &amp; crew|
41285,416320,Hany Abu-Assad,Kais Nashif|Ali Suliman|Lubna Azabal|See full cast &amp; crew|
41527,445620,Andrew Adamson,Tilda Swinton|Georgie Henley|William Moseley|See full cast &amp; crew|
41566,363771,Peter Jackson,Naomi Watts|Jack Black|Adrien Brody|See full cast &amp; crew|
41569,360717,Rob Marshall,Ziyi Zhang|Ken Watanabe|Michelle Yeoh|See full cast &amp; crew|
41571,397535,Thomas Bezucha,Dermot Mulroney|Sarah Jessica Parker|Claire Danes|See full cast &amp; crew|
41573,356680,Barbara Kopple,Anne Hathaway|Bijou Phillips|Shiri Appleby|See full cast &amp; crew|
41617,285175,Masaki Kobayashi,Toshirô Mifune|Yôko Tsukasa|Gô Katô|See full cast &amp; crew|
41627,61847,Shane Meadows,Martin Arrowsmith|Dave Blant|Darren Campbell|See full cast &amp; crew|
41712,202559,Richard Shepard,Pierce Brosnan|Greg Kinnear|Hope Davis|See full cast &amp; crew|
41716,365485,Robert Greenwald,Lee Scott|Don Hunter|Jon Hunter|See full cast &amp; crew|
41724,473107,Petter Næss,Josh Hartnett|Radha Mitchell|Gary Cole|See full cast &amp; crew|
41769,392465,Gérard Oury,Bourvil|Louis de Funès|Claudio Brook|See full cast &amp; crew|
41828,60474,Tommy Lee Jones,Tommy Lee Jones|Barry Pepper|Dwight Yoakam|See full cast &amp; crew|
41863,419294,Steven Spielberg,Eric Bana|Daniel Craig|Marie-Josée Croze|See full cast &amp; crew|
41997,408306,Susan Stroman,Nathan Lane|Matthew Broderick|Uma Thurman|See full cast &amp; crew|
42002,395251,Duncan Tucker,Felicity Huffman|Kevin Zegers|Fionnula Flanagan|See full cast &amp; crew|
42004,407265,Rob Reiner,Jennifer Aniston|Mark Ruffalo|Shirley MacLaine|See full cast &amp; crew|
42007,398375,Adam Shankman,Steve Martin|Bonnie Hunt|Hilary Duff|See full cast &amp; crew|
42009,452598,Dean Parisot,Jim Carrey|Téa Leoni|Alec Baldwin|See full cast &amp; crew|
42011,369441,Barry W. Blaustein,Johnny Knoxville|Katherine Heigl|Brian Cox|See full cast &amp; crew|
42013,267891,Lasse Hallström,Heath Ledger|Sienna Miller|Jeremy Irons|See full cast &amp; crew|
42015,402894,Stephen Frears,Judi Dench|Bob Hoskins|Christopher Guest|See full cast &amp; crew|
42018,413015,Karel Kachyna,Jirina Bohdalová|Radoslav Brzobohatý|Gustav Opocenský|See full cast &amp; crew|
42176,66498,John Lasseter,John Lasseter|
42191,91455,Brian Yuzna,Corbin Bernsen|Linda Hoffman|Michael Stadvec|See full cast &amp; crew|
42285,116075,Terrence Malick,Colin Farrell|Q'orianka Kilcher|Christopher Plummer|See full cast &amp; crew|
42418,402399,Makoto Shinkai,Mika Shinohara|Makoto Shinkai|Sumi Mutoh|See full cast &amp; crew|
42422,370754,George Pal,Tony Randall|Barbara Eden|Arthur O'Connell|See full cast &amp; crew|
42556,57812,Kihachi Okamoto,Toshirô Mifune|Keiju Kobayashi|Michiyo Aratama|See full cast &amp; crew|
42559,59673,Heidi Ewing,Devon Brown|Darius Chambers|Edward Bernard Green Jr.|See full cast &amp; crew|
42602,444608,Chan-wook Park,Yeong-ae Lee|Min-sik Choi|Shi-hoo Kim|See full cast &amp; crew|
42632,451094,David Caffrey,Johnny Knoxville|Christina Applegate|Marley Shelton|See full cast &amp; crew|
42638,338075,Pierre Morel,Cyril Raffaelli|David Belle|Tony D'Amario|See full cast &amp; crew|
42718,414852,Eli Roth,Jay Hernandez|Derek Richardson|Eythor Gudjonsson|See full cast &amp; crew|
42723,450278,Nicholaus Goossen,Allen Covert|Linda Cardellini|Shirley Jones|See full cast &amp; crew|
42725,456554,Kevin Reynolds,James Franco|Sophia Myles|Rufus Sewell|See full cast &amp; crew|
42728,375154,James Gartner,Josh Lucas|Derek Luke|Austin Nichols|See full cast &amp; crew|
42730,385726,Wayne Wang,Queen Latifah|LL Cool J|Timothy Hutton|See full cast &amp; crew|
42732,408985,Cory Edwards,Anne Hathaway|Glenn Close|Patrick Warburton|See full cast &amp; crew|
42734,443536,Len Wiseman,Kate Beckinsale|Scott Speedman|Bill Nighy|See full cast &amp; crew|
42738,401855,Albert Brooks,Albert Brooks|Sheetal Sheth|John Carroll Lynch|See full cast &amp; crew|
42740,433116,Sean McNamara,Cathy Moriarty|Shelley Duvall|Teri Garr|See full cast &amp; crew|
42761,140883,Hugh Hudson,Al Pacino|Donald Sutherland|Nastassja Kinski|See full cast &amp; crew|
42943,89913,Jackie Chan,Jackie Chan|Sammo Kam-Bo Hung|Biao Yuen|See full cast &amp; crew|
42946,85127,Takashi Miike,Masahiro Motoki|Renji Ishibashi|Mako|See full cast &amp; crew|
43289,142181,Deepa Mehta,Lisa Ray|John Abraham|Seema Biswas|See full cast &amp; crew|
43333,240200,Marc Rothemund,Julia Jentsch|Fabian Hinrichs|Alexander Held|See full cast &amp; crew|
43376,426578,Roger Donaldson,Anthony Hopkins|Diane Ladd|Iain Rea|See full cast &amp; crew|
43396,412080,Joachim Rønning,Penélope Cruz|Salma Hayek|Steve Zahn|See full cast &amp; crew|
43419,416496,Michael Winterbottom,Steve Coogan|Jeremy Northam|Rob Brydon|See full cast &amp; crew|
43460,423409,John Gray,Jeremy Davies|Clea DuVall|Allison Smith|See full cast &amp; crew|
43549,383393,Justin Lin,James Franco|Jordana Brewster|Tyrese Gibson|See full cast &amp; crew|
43556,417433,John Whitesell,Martin Lawrence|Emily Procter|Nia Long|See full cast &amp; crew|
43558,421729,Kirk Jones,Emma Thompson|Colin Firth|Angela Lansbury|See full cast &amp; crew|
43560,396752,Robert Markowitz,Laurence Fishburne|Allen Payne|Malcolm-Jamal Warner|See full cast &amp; crew|
43677,114745,James Wong,Mary Elizabeth Winstead|Ryan Merriman|Kris Lemche|See full cast &amp; crew|
43679,414982,Sanaa Hamri,Sanaa Lathan|Simon Baker|Golden Brooks|See full cast &amp; crew|
43684,437777,Michel Gondry,Dave Chappelle|Yasiin Bey|Lauryn Hill|See full cast &amp; crew|
43708,425598,Ol Parker,Piper Perabo|Lena Headey|Matthew Goode|See full cast &amp; crew|
43744,421994,Shawn Levy,Steve Martin|Kevin Kline|Jean Reno|See full cast &amp; crew|
43836,383216,Matthew O'Callaghan,Will Ferrell|Drew Barrymore|Eugene Levy|See full cast &amp; crew|
43869,381971,Richard Loncraine,Harrison Ford|Virginia Madsen|Paul Bettany|See full cast &amp; crew|
